Datum,Area,Area_glatt,Vol_calc,Volume,WD,WD_calc,WD_calc_smooth
2017-04-29,,,,6286.961670640001,2.878,,
2017-04-30,,,,6246.203028847223,2.869166666666666,,
2017-05-01,,,,6438.173972465002,2.9105000000000003,,
2017-05-02,,,,6709.7254148205575,2.967833333333333,,
2017-05-03,,,,6983.320651148889,3.0243333333333333,,
2017-05-04,,,,7164.8842998872215,3.061166666666667,,
2017-05-05,,,,7292.897982607219,3.0868333333333333,,
2017-05-06,,,,7988.613127416253,3.2222500000000003,,
2017-05-07,,,,8569.326153665002,3.3305,,
2017-05-08,,,,8940.620002615555,3.3976666666666664,,
2017-05-09,,,,9276.077913045145,3.4570833333333337,,
2017-05-10,,,,9760.086705180558,3.540833333333333,,
2017-05-11,,,,10201.619373928892,3.6153333333333335,,
2017-05-12,,,,10088.031502295555,3.5963333333333334,,
2017-05-13,,,,10543.875654755135,3.6719166666666654,,
2017-05-14,,,,11467.819504,3.82,,
2017-05-15,,,,13038.37481144,4.058,,
2017-05-16,,,,14986.942222222218,4.333333333333333,,
2017-05-17,,,,18032.401112406253,4.72875,,
2017-05-18,,,,18435.519393751805,4.778416666666666,,
2017-05-19,,,,18722.356261435136,4.813416666666666,,
2017-05-20,,,,18940.36102474056,4.839833333333334,,
2017-05-21,,,,18919.673965582228,4.8373333333333335,,
2017-05-22,,,,18670.283335545144,4.807083333333334,,
2017-05-23,,,,18276.022996420557,4.7588333333333335,,
2017-05-24,,,,17795.80837798222,4.699333333333333,,
2017-05-25,,,,17262.95709434889,4.632333333333333,,
2017-05-26,,,,16694.492277762223,4.559666666666667,,
2017-05-27,,,,16086.374822665,4.4805,,
2017-05-28,,,,15534.728063848894,4.407333333333334,,
2017-05-29,,,,14954.570399105149,4.328916666666667,,
2017-05-30,,,,14385.269886711802,4.250416666666666,,
2017-05-31,,,,13804.016579321797,4.1685833333333315,,
2017-06-01,,,,13248.990840406252,4.08875,,
2017-06-02,,,,12910.814914846245,4.039249999999999,,
2017-06-03,,,,12715.93409071181,4.010416666666667,,
2017-06-04,,,,12502.019452385,3.9785,,
2017-06-05,,,,12368.940891985,3.9585,,
2017-06-06,,,,12287.798258656248,3.94625,,
2017-06-07,,,,12472.567161268471,3.974083333333333,,
2017-06-08,,,,12620.750811156247,3.99625,,
2017-06-09,,,,12458.68718464,3.972,,
2017-06-10,,,,12080.429441266248,3.91475,,
2017-06-11,,,,11560.485967264998,3.8345,,
2017-06-12,,,,10955.295417528889,3.7386666666666666,,
2017-06-13,5078.0,4805.0,5071.820882963326,10283.236993438471,3.6289166666666666,2.6292268671427106,2.59948910977796
2017-06-14,,,,9579.89133753514,3.509916666666667,,
2017-06-15,,,,8830.107930887221,3.377833333333333,,
2017-06-16,,,,8192.647156846251,3.2607500000000003,,
2017-06-17,,,,7499.933362553886,3.127833333333333,,
2017-06-18,,,,6839.324800866248,2.99475,,
2017-06-19,,,,6307.009621015555,2.8823333333333334,,
2017-06-20,,,,5824.427670180556,2.7758333333333334,,
2017-06-21,,,,5554.298109868471,2.7140833333333334,,
2017-06-22,,,,5305.990442180555,2.6558333333333333,,
2017-06-23,,,,5149.480244055558,2.6183333333333336,,
2017-06-24,,,,5084.869615715556,2.602666666666667,,
2017-06-25,,,,5286.370897153891,2.6511666666666667,,
2017-06-26,,,,5595.032927785001,2.7235,,
2017-06-27,,,,5587.089305388891,2.7216666666666667,,
2017-06-28,,,,5475.108363415555,2.6956666666666664,,
2017-06-29,,,,5839.211637847223,2.779166666666667,,
