Datum,Volume,WD,W_change
2017-06-24,12530.603596527782,4.008333333333334,-391.0259390159081
2017-06-25,12139.577657511874,3.96025,26.902713094454157
2017-06-26,12166.480370606329,3.9635833333333337,93.72415969894973
2017-06-27,12260.204530305278,3.975166666666667,-213.207023758403
2017-06-28,12046.997506546875,3.94875,-120.2109551249996
2017-06-29,11926.786551421876,3.93375,77.39849692944699
2017-06-30,12004.185048351323,3.9434166666666672,44.821208638686585
2017-07-01,12049.00625699001,3.949000000000001,-184.7509631720186
2017-07-02,11864.25529381799,3.9259166666666663,-308.16265450799074
2017-07-03,11556.09263931,3.887,-360.8236981031314
2017-07-04,11195.268941206868,3.84075,-402.46556227499605
2017-07-05,10792.803378931872,3.78825,-1241.6643702934707
2017-07-06,9551.139008638402,3.6196000000000006,-1557.2717282797894
2017-07-07,7993.867280358612,3.391166666666667,-369.9432326022943
2017-07-08,7623.924047756318,3.3335833333333333,-342.78002849999575
2017-07-09,7281.144019256322,3.278916666666667,-45.873022128819684
2017-07-10,7235.270997127503,3.2715,677.5164898769444
2017-07-11,7912.787487004447,3.3786666666666667,491.2459441635365
2017-07-12,8404.033431167984,3.453416666666666,92.03372352396036
2017-07-13,8496.067154691944,3.467166666666667,7.273205039929962
2017-07-14,8503.340359731874,3.46825,-180.3098989350019
2017-07-15,8323.030460796872,3.44125,-249.2887095455535
2017-07-16,8073.741751251318,3.4034166666666668,-287.6512370613209
2017-07-17,7786.0905141899975,3.359,-267.54213301701384
2017-07-18,7518.548381172984,3.3169166666666663,-195.52346533853415
2017-07-19,7323.0249158344495,3.285666666666668,-303.71465366257416
2017-07-20,7019.310262171875,3.23625,-284.6228868655544
2017-07-21,6734.687375306321,3.188916666666667,-279.440332258333
2017-07-22,6455.247043047988,3.1414166666666667,-325.26295906111045
2017-07-23,6129.9840839868775,3.08475,-220.12349643937523
2017-07-24,5909.860587547502,3.0455000000000005,-115.57783855618072
2017-07-25,5794.282748991322,3.0245833333333336,-93.9591008400057
2017-07-26,5700.323648151316,3.0074166666666664,-110.24445728499632
2017-07-27,5590.07919086632,2.987083333333333,-132.65899983187592
